    0.00000	    1.88295
    0.12951	    1.88295
    0.25901	    1.88295
    0.38852	    1.88295
    0.51802	    1.88295
    0.64753	    1.88295
    0.77703	    1.88295
    0.90654	    1.88295
    1.03604	    1.88295
    1.16555	    1.88295
    1.29505	    1.88295
    1.42456	    1.88295
    1.55406	    1.88295
    1.68357	    1.88295
    1.81308	    1.88295
    1.94258	    1.88295
    2.07209	    1.88295
    2.20159	    1.88295
    2.33110	    1.88295
    2.46060	    1.88295
    2.59011	    1.88295
    2.71961	    1.88295
    2.84912	    1.88295
    2.97862	    1.88295
    3.10813	    1.88295
    3.23764	    1.88295
    3.36714	    1.88295
    3.49665	    1.88295
    3.62615	    1.88295
    3.75566	    1.88295
    3.88516	    1.88295
    4.01467	    1.88295
    4.14417	    1.88295
    4.27368	    1.88295
    4.40318	    1.88295
    4.53269	    1.88295
    4.66219	    1.88295
    4.79170	    1.88295
    4.92121	    1.88295
    5.05071	    1.88295
    5.18022	    1.88295
    5.30972	    1.88295
    5.43923	    1.88295
    5.56873	    1.88295
    5.69824	    1.88295
    5.82774	    1.88295
    5.95725	    1.88295
    6.08675	    1.88295
    6.21626	    1.88295
    6.34576	    1.88295
    6.47527	    1.88295
    6.60478	    1.88295
    6.73428	    1.88142
    6.86379	    1.87460
    6.99329	    1.86229
    7.12280	    1.84440
    7.25230	    1.82085
    7.38181	    1.79149
    7.51131	    1.75616
    7.64082	    1.71464
    7.77032	    1.66666
    7.89983	    1.61188
    8.02934	    1.54990
    8.15884	    1.48021
    8.28835	    1.40551
    8.41785	    1.33074
    8.54736	    1.25597
    8.67686	    1.18120
    8.80637	    1.10643
    8.93587	    1.03293
    9.06538	    0.97371
    9.19488	    0.93030
    9.32439	    0.90114
    9.45389	    0.88526
    9.54989	    0.88177
    9.67940	    0.90459
    9.80890	    0.93929
    9.93841	    0.97399
   10.06791	    1.00869
   10.19742	    1.04339
   10.32692	    1.07809
   10.45643	    1.11279
   10.58594	    1.14750
   10.71544	    1.18220
   10.84495	    1.21690
   10.97445	    1.25160
   11.10396	    1.28630
   11.23346	    1.32100
   11.36297	    1.35570
   11.49247	    1.39040
   11.62198	    1.42510
   11.75148	    1.45980
   11.88099	    1.49450
   12.01049	    1.52920
   12.14000	    1.56391
   12.26951	    1.59861
   12.39901	    1.63331
   12.52852	    1.66801
   12.65802	    1.70271
   12.78753	    1.73741
   12.91703	    1.77211
   12.95054	    1.78109
